reaction,Catalyst,Solvent,Temperature (K),Nucleophile,Electrophile,ee (%),∆∆G‡ (kcal/mol),Nuc_HOMO,Nuc_LUMO,Nuc_Polarizability,Nuc_dipole,Nuc_NBO (X),Nuc_X-H bond length,Nuc_L(H-X-Large),Nuc_B1(H-X-Large),Nuc_B5(H-X-Large),Nuc_L(H-X-Small),Nuc_B1(H-X-Small),Nuc_B5(H-X-Small),Nuc_L(avg.),Nuc_B1(avg),Nuc_B5(avg),Elec_HOMO,Elec_LUMO,Elec_Polarizability,Elec_NBO (C),Elec_NBO(C+1),Elec_NBO (N),Elec_L(R1),Elec_B1(R1),Elec_B5(R1),Cat_HOMO,Cat_LUMO,Cat_Polarizability,Cat_NBO (NR2),Cat_NBO (C=X),Cat_NMR (C=X),Cat_v(N-H)-Achrial,Cat_i(N-H)-Achiral,Cat_v(N-H)-Chiral,Cat_i(N-H)-Chiral,Cat_NBO (N)-Achrial,Cat_NBO (H)-Achrial,Cat_NBO (N)-Chiral,Cat_NBO (H)-Chiral,Cat_L (N-Chiral),Cat_B1 (N-Chiral,Cat_B5 (N-Chiral),Cat_L (N-Achiral),Cat_B1 (N-Achiral),Cat_B5 (N-Achrial),Cat_MSA (Full),Solv_PEOE1
Rxn50,Thiourea-7,Benzene,296,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",5,0.06,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27961,-0.03506,380.164,-0.45883,0.27405,215.3026,3596.22,15.7355,3427.54,404.8012,-0.58373,0.3952,-0.62499,0.42879,7.85,3.25,7.6,7.44,2.35,5.13,462.574,0
Rxn51,Thiourea-6,Benzene,296,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",13,0.15,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27335,-0.0313,398.976,-0.45776,0.27572,216.0029,3596.56,16.2408,3437.01,368.9563,-0.58425,0.39598,-0.62359,0.42789,7.77,4.48,7.62,7.43,2.35,5.12,486.089,0
Rxn52,Thiourea-1,Benzene,296,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",14,0.17,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27598,-0.0245,251.231,-0.46383,0.28078,217.0512,3596.72,15.1597,3436.9,306.9801,-0.58842,0.39484,-0.61293,0.41924,6.69,2,5.52,7.43,2.35,5.11,349.218,0
Rxn53,Thiourea-1,DCM,296,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",52,0.68,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27598,-0.0245,251.231,-0.46383,0.28078,217.0512,3596.72,15.1597,3436.9,306.9801,-0.58842,0.39484,-0.61293,0.41924,6.69,2,5.52,7.43,2.35,5.11,349.218,0
Rxn54,Thiourea-1,DCM,248,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",62,0.71,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27598,-0.0245,251.231,-0.46383,0.28078,217.0512,3596.72,15.1597,3436.9,306.9801,-0.58842,0.39484,-0.61293,0.41924,6.69,2,5.52,7.43,2.35,5.11,349.218,0
Rxn55,Thiourea-3,DCM,248,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",65,0.76,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27544,-0.02428,281.842,-0.47259,0.28077,217.1635,3596.44,14.1052,3420.1,359.1508,-0.58939,0.39485,-0.61463,0.41904,6.7,2.01,6.87,7.42,2.34,5.11,382.344,0
Rxn56,Thiourea-2,DCM,248,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",69,0.84,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27554,-0.02436,270.141,-0.46467,0.28007,217.347,3596.51,14.4449,3425.7,336.5965,-0.58922,0.39497,-0.61353,0.41963,6.69,2,6.77,7.43,2.34,5.11,371.34,0
Rxn57,Thiourea-5,DCM,248,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",79,1.06,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27713,-0.05635,268.489,-0.46492,0.2798,216.3352,3590.7,14.0985,3416.52,375.1237,-0.5772,0.39295,-0.61406,0.41943,6.69,2,6.77,8.2,1.7,3.44,330.779,0
Rxn58,Thiourea-1,EtOAc,296,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",26,0.31,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27598,-0.0245,251.231,-0.46383,0.28078,217.0512,3596.72,15.1597,3436.9,306.9801,-0.58842,0.39484,-0.61293,0.41924,6.69,2,5.52,7.43,2.35,5.11,349.218,25.413
Rxn59,Thiourea-1,CHCl3,296,Dicyanocyclopropyl-Me,"Nitroalkene-Ph,H,H",45,0.57,-0.34547,0.00262,96.8618,6.6369,-0.51938,1.0969,6.35,2.63,5.14,4.59,2.05,6.18,5.47,2.34,5.66,-0.31278,-0.07498,117.432,-0.11897,-0.12663,0.50321,6.84,1.7,3.35,-0.27598,-0.0245,251.231,-0.46383,0.28078,217.0512,3596.72,15.1597,3436.9,306.9801,-0.58842,0.39484,-0.61293,0.41924,6.69,2,5.52,7.43,2.35,5.11,349.218,0
